item;itemLabel;doi;isbn;arxiv;pmid;doi_score;readers_count;cited_by_tweeters_count;cited_by_accounts_count;cited_by_posts_count;cited_by_msm_count;cited_by_feeds_count;cited_by_fbwalls_count;cited_by_gplus_count;cited_by_videos_count;cited_by_rdts;arxiv_id;cited_by_wikipedia_count
http://www.wikidata.org/entity/Q101496494;The solution of the complete nontrivial cycle intersection problem for permutations;10.48550/ARXIV.1303.0053;;1303.0053;0;0.00;0;0;0;0;0;0;0;0;0;0;0;0
http://www.wikidata.org/entity/Q101496496;Proof of two conjectures on correlation inequalities for one class of monotone functions;10.48550/ARXIV.1306.0862;;1306.0862;0;0.00;0;0;0;0;0;0;0;0;0;0;0;0
http://www.wikidata.org/entity/Q101496499;Complete intersection theorem and complete nontrivial-intersection theorem for systems of set partitions;;;1308.0324;0;0.00;0;0;0;0;0;0;0;0;0;0;0;0
http://www.wikidata.org/entity/Q101496501;On highly supercritical oriented percolation in two dimensions;10.48550/ARXIV.1311.2952;;1311.2952;0;0.00;0;0;0;0;0;0;0;0;0;0;0;0
http://www.wikidata.org/entity/Q101496503;The lower tail of random quadratic forms, with applications to ordinary least squares and restricted eigenvalue properties;10.48550/ARXIV.1312.2903;;1312.2903;0;0.00;0;0;0;0;0;0;0;0;0;0;0;0
http://www.wikidata.org/entity/Q101496505;Log-Sobolev inequalities for infinite-dimensional Gibbs measures with non-quadratic interactions;10.48550/ARXIV.1401.3219;;1401.3219;0;0.00;0;0;0;0;0;0;0;0;0;0;0;0
http://www.wikidata.org/entity/Q101496507;Statistics of Dynamic Random Networks: A Depth Function Approach;10.48550/ARXIV.1408.3584;;1408.3584v3;0;0.00;0;0;0;0;0;0;0;0;0;0;0;0
http://www.wikidata.org/entity/Q101496509;Predicting upcoming actions by observation: some facts, models and challenges;;;1409.6744;0;0.00;0;0;0;0;0;0;0;0;0;0;0;0
http://www.wikidata.org/entity/Q101496513;Characterization of the stability of chains associated with g-measures;;;1410.8241;0;0.00;0;0;0;0;0;0;0;0;0;0;0;0
http://www.wikidata.org/entity/Q101496515;Large permutations and parameter testing;10.48550/ARXIV.1412.5622;;1412.5622;0;0.00;0;0;0;0;0;0;0;0;0;0;0;0
http://www.wikidata.org/entity/Q101496517;Computationally efficient change point detection for high-dimensional regression;10.48550/ARXIV.1601.03704;;1601.03704;0;0.00;0;0;0;0;0;0;0;0;0;0;0;0
http://www.wikidata.org/entity/Q101496519;Context tree selection for functional data;10.48550/ARXIV.1602.00579;;1602.00579;0;0.00;0;0;0;0;0;0;0;0;0;0;0;0
http://www.wikidata.org/entity/Q101496522;Packing arborescences in random digraphs;10.48550/ARXIV.1605.05764;;1605.05764;0;0.00;0;0;0;0;0;0;0;0;0;0;0;0
http://www.wikidata.org/entity/Q101496524;Cutoff for random walks on graphs with bottlenecks;10.48550/ARXIV.1606.06723;;1606.06723;0;0.00;0;0;0;0;0;0;0;0;0;0;0;0
http://www.wikidata.org/entity/Q101496526;Quantifying word salad: The structural randomness of verbal reports predicts negative symptoms and Schizophrenia diagnosis 6 months later;;;1610.08566;0;0.00;0;0;0;0;0;0;0;0;0;0;0;0
http://www.wikidata.org/entity/Q101496528;From the divergence between two measures to the shortest path between two observables;10.48550/ARXIV.1611.01530;;1611.01530;0;0.00;0;0;0;0;0;0;0;0;0;0;0;0
http://www.wikidata.org/entity/Q101496530;Monochromatic trees in random graphs;10.1017/S0305004117000846;;1611.10299;0;1.00;3;3;3;3;0;0;0;0;0;0;1611.10299;0
http://www.wikidata.org/entity/Q101496532;Blow-up lemmas for sparse graphs;10.48550/ARXIV.1612.00622;;1612.00622;0;0.00;0;0;0;0;0;0;0;0;0;0;0;0
http://www.wikidata.org/entity/Q101496532;Blow-up lemmas for sparse graphs;10.19086/DA.143410;;1612.00622;0;4.00;0;3;4;4;0;0;0;0;0;0;1612.00622;1
http://www.wikidata.org/entity/Q101496534;The ontogeny of discourse structure mimics the development of literature;10.48550/ARXIV.1612.09268;;1612.09268;0;0.00;0;0;0;0;0;0;0;0;0;0;0;0
http://www.wikidata.org/entity/Q101496536;Sample average approximation with heavier tails I: non-asymptotic bounds with weak assumptions and stochastic constraints;10.48550/ARXIV.1705.00822;;1705.00822;0;0.00;0;0;0;0;0;0;0;0;0;0;0;0
http://www.wikidata.org/entity/Q101496539;Statistical comparison of (brain) networks;;;1707.01585;0;0.00;0;0;0;0;0;0;0;0;0;0;0;0
http://www.wikidata.org/entity/Q101496541;Estimating parameters associated with monotone properties;10.1017/S0963548320000048;;1707.08225;0;1.50;2;5;6;6;0;0;1;0;0;0;1707.08225;0
http://www.wikidata.org/entity/Q101496547;A note on perfect simulation for exponential random graph models;10.48550/ARXIV.1710.00873;;1710.00873;0;0.00;0;0;0;0;0;0;0;0;0;0;0;0
http://www.wikidata.org/entity/Q101496549;Sample average approximation with heavier tails II: localization in stochastic convex optimization and persistence results for the Lasso;10.1007/S10107-023-01940-W;;1711.04734;0;0.75;9;2;2;3;0;0;0;0;0;0;1711.04734;0
http://www.wikidata.org/entity/Q101496551;Strong consistency of Krichevsky-Trofimov estimator for the number of communities in the Stochastic Block Model;;;1804.03509;0;0.00;0;0;0;0;0;0;0;0;0;0;0;0
http://www.wikidata.org/entity/Q101496558;Influence of nicotine and alcohol on sleep and implications on insomnia: the reward-attention circuit model;;;1902.05515;0;0.00;0;0;0;0;0;0;0;0;0;0;0;0
http://www.wikidata.org/entity/Q101496560;The log-Sobolev inequality for spin systems of higher order interactions;10.48550/ARXIV.1906.11980;;1906.11980;0;0.00;0;0;0;0;0;0;0;0;0;0;0;0
http://www.wikidata.org/entity/Q101496563;Graphical Construction of Spatial Gibbs Random Graphs;10.1063/5.0073834;;1908.08880;0;0.75;1;3;3;4;0;0;0;0;0;0;1908.08880;0
http://www.wikidata.org/entity/Q101496565;Citation network centrality: a scientific awards predictor?;10.48550/ARXIV.1910.02369;;1910.02369;0;0.00;0;0;0;0;0;0;0;0;0;0;0;0
http://www.wikidata.org/entity/Q101496566;Asymptotic Analysis of the Elephant Random Walk;10.48550/ARXIV.1910.03142;;1910.03142;0;0.00;0;0;0;0;0;0;0;0;0;0;0;0
http://www.wikidata.org/entity/Q101496568;Strong structure recovery for partially observed discrete Markov random fields on graphs;;;1911.12198;0;0.00;0;0;0;0;0;0;0;0;0;0;0;0
http://www.wikidata.org/entity/Q101496570;Boundary solution based on rescaling method: recoup the first and second-order statistics of neuron network dynamics;;;2002.02381;0;0.00;0;0;0;0;0;0;0;0;0;0;0;0
http://www.wikidata.org/entity/Q101496573;NetPyNE implementation and rescaling of the Potjans-Diesmanncortical microcircuit model;;;2005.03764;0;0.00;0;0;0;0;0;0;0;0;0;0;0;0
http://www.wikidata.org/entity/Q101496574;Mixing rates for potentials of non-summable variations;;;2006.06824;0;0.00;0;0;0;0;0;0;0;0;0;0;0;0
http://www.wikidata.org/entity/Q101496576;SeqROCTM: A Matlab toolbox for the analysis of Sequence of Random Objects driven by Context Tree Models;10.48550/ARXIV.2009.06371;;2009.06371;0;0.00;0;0;0;0;0;0;0;0;0;0;0;0
http://www.wikidata.org/entity/Q101496577;Mechanisms of self-organized quasicriticality in neuronal networks models;;;2010.10622;0;0.00;0;0;0;0;0;0;0;0;0;0;0;0
http://www.wikidata.org/entity/Q101502565;Estimating graph parameters via random walks with restarts;10.48550/ARXIV.1709.00869;;1709.00869v1;0;0.00;0;0;0;0;0;0;0;0;0;0;0;0
http://www.wikidata.org/entity/Q102054458;Multivariate Markov chain predictions adjusted with copula models;;;;0;0.00;0;0;0;0;0;0;0;0;0;0;0;0
http://www.wikidata.org/entity/Q102054461;Interaction partition. Structure of interacting coordinates for a multivariate stochastic process;;;;0;0.00;0;0;0;0;0;0;0;0;0;0;0;0
http://www.wikidata.org/entity/Q102054465;Explicit estimates in the Bramson–Kalikow model;10.1088/0951-7715/27/9/2281;;;0;3.00;2;0;1;1;0;0;0;0;0;0;0;1
http://www.wikidata.org/entity/Q102054468;Detecting regime changes in Markov models;;;;0;0.00;0;0;0;0;0;0;0;0;0;0;0;0
http://www.wikidata.org/entity/Q102054469;Creating Families of Conceptual Database Schemas Using Database Feature Diagrams (DBFDs);;;;0;0.00;0;0;0;0;0;0;0;0;0;0;0;0
http://www.wikidata.org/entity/Q102054473;Flag algebras and tournaments;10.11606/D.45.2015.TDE-12082015-093248;;;0;0.00;0;0;0;0;0;0;0;0;0;0;0;0
http://www.wikidata.org/entity/Q102054474;Uma investigação das sequências de fase Hebbianas descritas como grafos de assembleias neuronais;;;;0;0.00;0;0;0;0;0;0;0;0;0;0;0;0
http://www.wikidata.org/entity/Q102054476;Bayesian inference for dependent chains applied to neural phenomena;;;;0;0.00;0;0;0;0;0;0;0;0;0;0;0;0
http://www.wikidata.org/entity/Q102054477;Dynamic Uniqueness and Phase Transition of Chains of Infinite Order;;;1410.8241v1;0;0.00;0;0;0;0;0;0;0;0;0;0;0;0
http://www.wikidata.org/entity/Q102054479;Continuity properties of a factor of Markov chains;;;;0;0.00;0;0;0;0;0;0;0;0;0;0;0;0
http://www.wikidata.org/entity/Q102054480;Exceptional Rotations of Random Graphs: A VC Theory;;;;0;0.00;0;0;0;0;0;0;0;0;0;0;0;0
http://www.wikidata.org/entity/Q102054482;NES: a free software to manage data from neuroscience experiments;10.3389/CONF.FNINF.2016.20.00043;;;0;0.00;0;0;0;0;0;0;0;0;0;0;0;0
http://www.wikidata.org/entity/Q102054484;A wiki-pedagogia no Jornalismo: o caso do Projeto Wikipédia da Faculdade Cásper Líbero;;;;0;0.00;0;0;0;0;0;0;0;0;0;0;0;0
http://www.wikidata.org/entity/Q102054485;Wikipédia contra a ignorância racional;;;;0;0.00;0;0;0;0;0;0;0;0;0;0;0;0
http://www.wikidata.org/entity/Q102054487;Automatic Head Tracking of The Common Marmoset;;;;0;0.00;0;0;0;0;0;0;0;0;0;0;0;0
http://www.wikidata.org/entity/Q102054488;A simple centrality index for scientific social recognition;;;1609.05273v2;0;0.00;0;0;0;0;0;0;0;0;0;0;0;0
http://www.wikidata.org/entity/Q102054490;The shortest path between two strings in product spaces;;;1611.01530v1;0;0.00;0;0;0;0;0;0;0;0;0;0;0;0
http://www.wikidata.org/entity/Q102054492;O Uso da Wikipédia na Difusão Científica;;;;0;0.00;0;0;0;0;0;0;0;0;0;0;0;0
http://www.wikidata.org/entity/Q102054493;Model correction for bivariate Bernoulli Markov procecesses based on copula theory;;;;0;0.00;0;0;0;0;0;0;0;0;0;0;0;0
http://www.wikidata.org/entity/Q102054495;A Wikipédia e o Poder: Uma avaliação neomarxista;;;;0;0.00;0;0;0;0;0;0;0;0;0;0;0;0
http://www.wikidata.org/entity/Q102054496;Do fast retinal oscillations play a role in vision? A study in the anesthetized and awake cat;;;;0;0.00;0;0;0;0;0;0;0;0;0;0;0;0
http://www.wikidata.org/entity/Q113167034;A analogia entre ondas eletromagnéticas e elastodinâmica linear;10.1590/1806-9126-RBEF-2022-0051;;;0;0.00;0;0;0;0;0;0;0;0;0;0;0;0
http://www.wikidata.org/entity/Q113167035;Sparse Markov Models for High-dimensional Inference;10.48550/ARXIV.2202.08007;;2202.08007;0;0.00;0;0;0;0;0;0;0;0;0;0;0;0
http://www.wikidata.org/entity/Q113167076;Investigação in silico do mecanismo de reorganização sináptica do sono. Um algoritmo para maximizar a capacidade computacional de redes neurais esparsas;;;;0;0.00;0;0;0;0;0;0;0;0;0;0;0;0
http://www.wikidata.org/entity/Q113167079;Study of human structural brain connectivity in healthy aging based on tracts;10.11606/D.59.2018.TDE-16042018-151221;;;0;0.00;0;0;0;0;0;0;0;0;0;0;0;0
http://www.wikidata.org/entity/Q116779520;Neural Coding as a Statistical Testing Problem;10.48550/ARXIV.2209.00950;;2209.00950;0;0.00;0;0;0;0;0;0;0;0;0;0;0;0
http://www.wikidata.org/entity/Q116779524;Biodistribution Profile of Magnetic Nanoparticles in Cirrhosis-Associated Hepatocarcinogenesis in Rats by AC Biosusceptometry;10.3390/PHARMACEUTICS14091907;;;36145654;0.25;13;1;1;1;0;0;0;0;0;0;0;0
http://www.wikidata.org/entity/Q116779526;Lucid dreaming increased during the COVID-19 pandemic: An online survey;10.1371/JOURNAL.PONE.0273281;;;36103479;37.50;32;2;6;7;4;0;0;0;0;0;0;0
http://www.wikidata.org/entity/Q116780530;MUFF: A Low-cost Motorized Positioner Developed by Additive Manufacturing to Obtain Multi-focus Images:;10.5220/0010913500003121;978-989-758-554-8;;0;0.00;0;0;0;0;0;0;0;0;0;0;0;0
http://www.wikidata.org/entity/Q116780550;Three-Dimensional Dosimetry by Optical-CT and Radiochromic Gel Dosimeter of a Multiple Isocenter Craniospinal Radiation Therapy Procedure;10.3390/GELS8090582;;;0;0.00;0;0;0;0;0;0;0;0;0;0;0;0
http://www.wikidata.org/entity/Q116780551;Packing Arborescences in Random Digraphs;10.1137/17M1151511;;;0;0.00;0;0;0;0;0;0;0;0;0;0;0;0
http://www.wikidata.org/entity/Q116780553;Influence of silver nanoparticles on the tissue reaction of polyacrylic acid-based gel;10.1590/ACB370504;;;35976341;3.45;11;4;5;5;0;0;1;0;0;0;0;0
http://www.wikidata.org/entity/Q116780590;Construção e análise de rede neural convolucional com neurônios pulsados para classificação de imagens;10.11606/D.59.2022.TDE-22112022-152337;;;0;0.00;0;0;0;0;0;0;0;0;0;0;0;0
http://www.wikidata.org/entity/Q116780593;Robotized system for navigated transcranial magnetic stimulation;10.11606/T.59.2022.TDE-13122022-171059;;;0;0.00;0;0;0;0;0;0;0;0;0;0;0;0
http://www.wikidata.org/entity/Q116780603;Consistent model selection for the Degree Corrected Stochastic Blockmodel;10.48550/ARXIV.2302.03734;;2302.03734;0;0.00;0;0;0;0;0;0;0;0;0;0;0;0
http://www.wikidata.org/entity/Q116780604;Logical coherence in Bayesian simultaneous three-way hypothesis tests;10.1016/J.IJAR.2022.10.019;;;0;1.50;7;2;2;2;0;0;0;0;0;0;0;0
http://www.wikidata.org/entity/Q116780605;Treatment of Sugarcane Vinasse Using Heterogeneous Photocatalysis with Zinc Oxide Nanoparticles;10.3390/SU142316052;;;0;0.00;0;0;0;0;0;0;0;0;0;0;0;0
http://www.wikidata.org/entity/Q116780628;Flexible conditional density estimation for time series;10.1214/24-BJPS601;;2301.09671;0;1.85;0;2;2;2;0;0;0;0;0;0;0;0
http://www.wikidata.org/entity/Q116780629;Hybrid Nanoparticles of Citrate-Coated Manganese Ferrite and Gold Nanorods in Magneto-Optical Imaging and Thermal Therapy;10.3390/NANO13030434;;;0;0.00;0;0;0;0;0;0;0;0;0;0;0;0
http://www.wikidata.org/entity/Q116780630;Low-dimensional models of single neurons: A review;10.48550/ARXIV.2209.14751;;2209.14751;0;0.00;0;0;0;0;0;0;0;0;0;0;0;0
http://www.wikidata.org/entity/Q116780631;Uniform size PEGylated iron oxide nanoparticles as a potential theranostic agent synthesized by a simple optimized coprecipitation route;10.1016/J.JMMM.2022.170091;;;0;0.00;0;0;0;0;0;0;0;0;0;0;0;0
http://www.wikidata.org/entity/Q116780741;Alterações cinemáticas dos membros superiores durante tarefa de alcance em pessoas com doença de Parkinson;;978-65-00-51456-8;;0;0.00;0;0;0;0;0;0;0;0;0;0;0;0
http://www.wikidata.org/entity/Q120367545;Multifunctional nanoparticles for ultrasound-guided theranostic application;10.11606/T.59.2023.TDE-30032023-135455;;;0;0.00;0;0;0;0;0;0;0;0;0;0;0;0
http://www.wikidata.org/entity/Q120368309;Convergence of the temporal averages of a metastable system of spiking neurons;10.1016/J.SPA.2022.11.016;;;0;0.00;0;0;0;0;0;0;0;0;0;0;0;0
http://www.wikidata.org/entity/Q120369994;Estimação do número de comunidades no modelo estocástico de blocos com correção de grau;10.11606/T.104.2022.TDE-05042023-103310;;;0;0.00;0;0;0;0;0;0;0;0;0;0;0;0
http://www.wikidata.org/entity/Q120373188;Probabilistic prediction and context tree identification in the goalkeeper game;10.1038/S41598-024-66009-W;;2303.00102;0;0.00;0;0;0;0;0;0;0;0;0;0;0;0
http://www.wikidata.org/entity/Q120373202;MarLe: Markerless estimation of head pose for navigated transcranial magnetic stimulation;10.1007/S13246-023-01263-2;;;37166586;15.60;15;4;6;8;1;0;0;0;0;0;0;0
http://www.wikidata.org/entity/Q120379686;A non-expensive bidimensional assessment can detect subtle alterations in gait performance in people in the early stages of Parkinson’s disease;10.3389/FNEUR.2023.1101650;;;37153678;0.75;13;2;2;2;0;0;0;0;0;0;0;0
http://www.wikidata.org/entity/Q120379714;Ferrite Shield to Enhance the Performance of Optically Pumped Magnetometers for Fetal Magnetocardiography;10.3390/JCM12093078;;;37176519;1.75;3;3;3;3;0;0;0;0;0;0;0;0
http://www.wikidata.org/entity/Q130040378;Effects of wrist orthoses in reducing pain in individuals with carpal tunnel syndrome: a systematic review;10.1080/09638288.2023.2301019;;;0;0.00;0;0;0;0;0;0;0;0;0;0;0;0
http://www.wikidata.org/entity/Q130224340;Construção de um Curso Online Conectivista: a Wikiversidade no Ensino da Saúde Auditiva;10.18264/EADF.V14I1.2212;;;0;3.00;1;0;1;1;0;0;0;0;0;0;0;1
http://www.wikidata.org/entity/Q131290427;On a Finite-Size Neuronal Population Equation;10.1137/21M1445041;;;0;1.25;11;2;2;2;0;0;0;0;0;0;0;0
http://www.wikidata.org/entity/Q131290429;The surface electrode placement determines the magnitude of motor potential evoked by transcranial magnetic stimulation;10.1016/J.BSPC.2023.104781;;;0;0.00;0;0;0;0;0;0;0;0;0;0;0;0
http://www.wikidata.org/entity/Q131290432;Estratégias discursivas para a comunicação científica: dilemas entre o jargão e a metáfora;10.11606/ISSN.1982-1689.ANAGRAMA.2023.213983;;;0;0.00;0;0;0;0;0;0;0;0;0;0;0;0
http://www.wikidata.org/entity/Q131290433;Caracterizando a dinâmica de treino por simulação mental: aspectos teóricos, comportamentais e eletrofisiológicos;;;;0;0.00;0;0;0;0;0;0;0;0;0;0;0;0
http://www.wikidata.org/entity/Q131290434;Efeito imediato do uso de órtese de punho na coordenação muscular e na cinemática da extremidade superior de indivíduos sem disfunção e com síndrome do túnel do carpo;;;;0;0.00;0;0;0;0;0;0;0;0;0;0;0;0
http://www.wikidata.org/entity/Q131290435;No additional tournaments are quasirandom forcing;;;1912.04243;0;0.00;0;0;0;0;0;0;0;0;0;0;0;0
http://www.wikidata.org/entity/Q131290436;Effect of muscle length in a handgrip task on corticomotor excitability of extrinsic and intrinsic hand muscles under resting and submaximal contraction conditions;10.1111/SMS.14477;;;0;0.00;0;0;0;0;0;0;0;0;0;0;0;0
http://www.wikidata.org/entity/Q131290437;Comparison of disability level between Early and Late Onset Parkinson's Disease using WHODAS 2;10.3389/FNEUR.2023.1281537;;;38033768;0.50;16;1;1;1;0;0;0;0;0;0;0;0
http://www.wikidata.org/entity/Q131290438;On the Functional Role of Gamma Synchronization in the Retinogeniculate System of the Cat;10.1523/JNEUROSCI.1550-22.2023;;;37328291;1.50;13;3;3;3;0;0;0;0;0;0;0;0
http://www.wikidata.org/entity/Q131290441;Conversando com o cérebro – Uma introdução a técnicas de estimulação cerebral não invasivas;10.29384/RBFM.2024.V18.19849001762;;;0;0.00;0;0;0;0;0;0;0;0;0;0;0;0
http://www.wikidata.org/entity/Q131290442;Robotic-electronic platform for autonomous and accurate transcranial magnetic stimulation targeting;10.1016/J.BRS.2024.03.022;;;38582491;22.20;14;6;8;10;2;0;0;0;0;0;0;0
http://www.wikidata.org/entity/Q131290444;A Quasi-Stationary Approach to Metastability in a System of Spiking Neurons with Synaptic Plasticity;10.46298/MNA.7668;;2403.09678;0;0.00;0;0;0;0;0;0;0;0;0;0;0;0
http://www.wikidata.org/entity/Q131290445;Estimation and model selection for graphical models under mixing conditions;10.11606/T.45.2024.TDE-25042024-181144;;;0;0.00;0;0;0;0;0;0;0;0;0;0;0;0
http://www.wikidata.org/entity/Q131290446;A cone-beam optical CT based on a convergent light source – Characterization and optimization;10.1016/J.EJMP.2024.103415;;;0;0.00;0;0;0;0;0;0;0;0;0;0;0;0
http://www.wikidata.org/entity/Q131290447;A Computational Model for the Simulation of Prepulse Inhibition and Its Modulation by Cortical and Subcortical Units;10.3390/BRAINSCI14050502;;;0;0.00;0;0;0;0;0;0;0;0;0;0;0;0
http://www.wikidata.org/entity/Q131290448;A Density-Based Model for Mosquito Swarms;10.1007/S13538-024-01536-5;;;0;20.00;1;0;3;3;3;0;0;0;0;0;0;0
http://www.wikidata.org/entity/Q131290449;A network-level stochastic model for pacemaker GABAergic neurons in substantia nigra pars reticulata;10.3390/MATH11173778;;;0;1.00;2;0;1;1;0;0;0;0;0;0;0;0
http://www.wikidata.org/entity/Q131290450;Assessment of dosimetric sensitivity enhancement of xylenol orange Fricke gel by AuNPs: optical and MR imaging investigation;10.1088/1361-6560/AD04A9;;;0;0.00;0;0;0;0;0;0;0;0;0;0;0;0
http://www.wikidata.org/entity/Q131290451;Associação entre o desempenho do equilíbrio em testes funcionais e análise cinemática bidimensional em pessoas com doença de Parkinson;10.11606/D.5.2023.TDE-21112023-152356;;;0;0.00;0;0;0;0;0;0;0;0;0;0;0;0
http://www.wikidata.org/entity/Q131290452;Characterization of Radiochromic Hydrogel Dosimeter-Ferrous Xylenol Orange Enhanced to Have a Higher Melting Point;10.1007/S13538-024-01521-Y;;;0;0.00;0;0;0;0;0;0;0;0;0;0;0;0
http://www.wikidata.org/entity/Q131290453;Clustering Sets of Functional Data by Similarity in Law;10.48550/ARXIV.2312.16656;;2312.16656;0;0.00;0;0;0;0;0;0;0;0;0;0;0;0
http://www.wikidata.org/entity/Q131290454;Fine-tuning and SOqC in a neuronal network model;10.1063/5.0133056;;;0;0.00;0;0;0;0;0;0;0;0;0;0;0;0
http://www.wikidata.org/entity/Q131290455;Forearm Posture Affects the Corticospinal Excitability of Intrinsic and Extrinsic Hand Muscles in Dominant and Nondominant Sides;10.1123/JAB.2022-0314;;;38925535;0.75;7;2;2;2;0;0;0;0;0;0;0;0
http://www.wikidata.org/entity/Q131290456;Intensity-modulated radiotherapy quality assurance by alanine-EPR and gel dosimetry of a simulated prostate treatment with bilateral metallic prostheses;10.1016/J.RADMEAS.2024.107152;;;0;0.00;0;0;0;0;0;0;0;0;0;0;0;0
http://www.wikidata.org/entity/Q131290457;Less is different: Why sparse networks with inhibition differ from complete graphs;10.1103/PHYSREVE.108.024315;;2302.07927;37723743;1.50;6;3;3;3;0;0;0;0;0;0;2302.07927;0
http://www.wikidata.org/entity/Q131290459;Model selection for Markov random fields on graphs under a mixing condition;10.48550/ARXIV.2311.01999;;2311.01999;0;0.00;0;0;0;0;0;0;0;0;0;0;0;0
http://www.wikidata.org/entity/Q131290459;Model selection for Markov random fields on graphs under a mixing condition;10.1016/J.SPA.2024.104523;;2311.01999;0;0.00;0;0;0;0;0;0;0;0;0;0;0;0
http://www.wikidata.org/entity/Q131290460;Low-dimensional models of single neurons: a review;10.1007/S00422-023-00960-1;;;37060453;3.25;17;6;6;6;0;0;0;0;0;0;0;0
http://www.wikidata.org/entity/Q131290461;Aspectos motores, não motores e sociais na saúde sexual de mulheres vivendo com Doença de Parkinson;10.11606/D.5.2023.TDE-14122023-162545;;;0;0.00;0;0;0;0;0;0;0;0;0;0;0;0
http://www.wikidata.org/entity/Q131290462;Optimal input reverberation and homeostatic self-organization toward the edge of synchronization;10.1063/5.0202743;;2402.05032;38767461;0.50;2;2;2;2;0;0;0;0;0;0;2402.05032;0
http://www.wikidata.org/entity/Q131290464;Padrões de atividade oscilatória em um modelo detalhado do córtex pré-frontal;10.11606/D.59.2023.TDE-03082023-165955;;;0;0.00;0;0;0;0;0;0;0;0;0;0;0;0
http://www.wikidata.org/entity/Q131290465;Performance of electrochemical oxidation of Disperse Yellow 3 dye over BDD anodes;10.1007/S10008-024-05994-4;;;0;0.00;0;0;0;0;0;0;0;0;0;0;0;0
http://www.wikidata.org/entity/Q131290466;Propagation of chaos and phase transition in a stochastic model for a social network;10.48550/ARXIV.2405.18200;;2405.18200;0;0.00;0;0;0;0;0;0;0;0;0;0;0;0
http://www.wikidata.org/entity/Q131290468;Structure recovery for partially observed discrete Markov random fields on graphs under not necessarily positive distributions;10.1111/SJOS.12674;;;0;0.00;0;0;0;0;0;0;0;0;0;0;0;0
http://www.wikidata.org/entity/Q131290469;The Impact of Motor, Non-Motor, and Social Aspects on the Sexual Health of Men Living with Parkinson's Disease;10.3233/JPD-230212;;;0;0.00;0;0;0;0;0;0;0;0;0;0;0;0
http://www.wikidata.org/entity/Q131685574;Variedades  sociotécnicas  na  produção  colaborativa  de conhecimento;;;;0;0.00;0;0;0;0;0;0;0;0;0;0;0;0
http://www.wikidata.org/entity/Q131760511;Wikidata para estruturação de perfis institucionais acadêmicos: um estudo de caso de publicações acadêmicas do NeuroMat;10.5007/1518-2924.2025.E100592;;;0;0.00;0;0;0;0;0;0;0;0;0;0;0;0
http://www.wikidata.org/entity/Q132171707;Medidas de difusão científica no YouTube: o caso do CEPID NeuroMat;;;;0;0.00;0;0;0;0;0;0;0;0;0;0;0;0
http://www.wikidata.org/entity/Q132171708;[Re] Inter-areal Balanced Amplification Enhances Signal Propagation in a Large-Scale Circuit Model of the Primate Cortex;10.5281/ZENODO.10276194;;;0;0.00;0;0;0;0;0;0;0;0;0;0;0;0
http://www.wikidata.org/entity/Q132171709;A non-expensive bidimensional kinematic balance assessment can detect early postural instability in people with Parkinson’s disease;10.3389/FNEUR.2023.1243445;;;38046589;1.75;12;4;4;4;0;0;0;0;0;0;0;0
http://www.wikidata.org/entity/Q132171710;Threshold detection under a semiparametric regression model;10.1007/S10463-025-00958-5;;2310.18733;0;0.00;0;0;0;0;0;0;0;0;0;0;0;0
http://www.wikidata.org/entity/Q132171711;Regression Trees for Fast and Adaptive Prediction Intervals;10.2139/SSRN.4729599;;;0;0.00;0;0;0;0;0;0;0;0;0;0;0;0
http://www.wikidata.org/entity/Q132171712;O impacto dos aspectos motores, não motores e sociais na saúde sexual de homens vivendo com a doença de Parkinson;10.11606/D.47.2023.TDE-29022024-104851;;;0;0.00;0;0;0;0;0;0;0;0;0;0;0;0
http://www.wikidata.org/entity/Q132171714;Distribution-Free Calibration of Statistical Confidence Sets;10.48550/ARXIV.2411.19368;;2411.19368;0;0.00;0;0;0;0;0;0;0;0;0;0;0;0
http://www.wikidata.org/entity/Q132171717;Dopamine facilitates the response to glutamatergic inputs in astrocyte cell models;10.1371/JOURNAL.PCBI.1012688;;;0;0.00;0;0;0;0;0;0;0;0;0;0;0;0
http://www.wikidata.org/entity/Q132171718;Extracting the fingerprints of sequences of random rhythmic auditory stimuli from electrophysiological data;10.1371/JOURNAL.PCBI.1012765;;;0;0.00;0;0;0;0;0;0;0;0;0;0;0;0
http://www.wikidata.org/entity/Q132171719;Real-Time Tractography-Assisted Neuronavigation for Transcranial Magnetic Stimulation;10.1002/HBM.70122;;;0;0.00;0;0;0;0;0;0;0;0;0;0;0;0
http://www.wikidata.org/entity/Q132171720;Wide-range emission of Er3+/Yb3+ co-doped lanthanum niobates: A study of temperature and excitation-dependent luminescence aiming at applications in Biophotonics;10.1016/J.OPTMAT.2024.116383;;;0;0.00;0;0;0;0;0;0;0;0;0;0;0;0
http://www.wikidata.org/entity/Q132171723;Improving the Theranostic Potential of Magnetic Nanoparticles by Coating with Natural Rubber Latex for Ultrasound, Photoacoustic Imaging, and Magnetic Hyperthermia: An In Vitro Study;10.3390/PHARMACEUTICS16111474;;;0;0.00;0;0;0;0;0;0;0;0;0;0;0;0
http://www.wikidata.org/entity/Q132171724;A message-passing approach to obtain the trace of matrix functions with applications to network analysis;10.1007/S11075-025-02012-0;;;0;0.00;0;0;0;0;0;0;0;0;0;0;0;0
